NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
68,모든 것은 아르망에서 시작되었다,,,(주)영화사 진진,(주)영화사 진진,20241225,개봉영화,장편,노르웨이,24,"6,195,500",698,"4,161,000",400,드라마,12세이상관람가,독립/예술영화
69,면접교섭,이주아,감성스토리,,필름다빈,20241225,개봉영화,장편,한국,11,"5,492,500",678,"1,517,500",164,다큐멘터리,전체관람가,독립/예술영화
99,오랜만이다,이은정,(주)필름모멘텀,,주식회사 블루필름웍스,20241225,개봉영화,장편,한국,7,"1,257,000",138,"1,029,000",108,드라마,12세이상관람가,독립/예술영화
13,더 폴: 디렉터스 컷,타셈 싱,,오드,오드,20241225,개봉영화,장편,영국,89,"759,811,700","74,260","454,517,800","43,151",드라마,12세이상관람가,일반영화
96,니코: 오로라 원정대의 모험,"캐리 주스넌,요르겐 레르담",,(주)블루라벨픽쳐스,"TCO(주)더콘텐츠온,메가박스중앙(주)",20241225,개봉영화,장편,독일,393,"1,467,300",230,"50,000",5,애니메이션,전체관람가,일반영화
30,더 폴: 디렉터스 컷,타셈 싱,,오드,오드,20241225,개봉영화,장편,영국,89,199687500,18155,133785800,11350,드라마,12세이상관람가,일반영화
61,더 폴: 디렉터스 컷,타셈 싱,,오드,오드,20241225,개봉영화,장편,영국,89,13172500,1315,10446000,982,드라마,12세이상관람가,일반영화
74,더 폴: 디렉터스 컷,타셈 싱,,오드,오드,20241225,개봉영화,장편,영국,89,5942000,580,5346000,499,드라마,12세이상관람가,일반영화
2,하얼빈,우민호,(주)하이브미디어코프,,(주)씨제이이엔엠,20241224,개봉영화,장편,한국,"2,125","26,249,313,820","2,755,264","6,393,839,080","643,803",드라마,15세이상관람가,일반영화
1,하얼빈,우민호,(주)하이브미디어코프,,(주)씨제이이엔엠,20241224,개봉영화,장편,한국,"2,125","19,891,114,780","2,068,565","5,011,974,480","498,761",드라마,15세이상관람가,일반영화
10,하얼빈,우민호,(주)하이브미디어코프,,(주)씨제이이엔엠,20241224,개봉영화,장편,한국,"2,125","791,961,880","84,624","189,554,860","19,936",드라마,15세이상관람가,일반영화
52,하얼빈,우민호,(주)하이브미디어코프,,(주)씨제이이엔엠,20241224,개봉영화,장편,한국,2125,21633400,2956,2783500,317,드라마,15세이상관람가,일반영화
94,하얼빈,우민호,(주)하이브미디어코프,,(주)씨제이이엔엠,20241224,개봉영화,장편,한국,2125,2618000,405,0,0,드라마,15세이상관람가,일반영화
99,하얼빈,우민호,(주)하이브미디어코프,,(주)씨제이이엔엠,20241224,개봉영화,장편,한국,2125,1708000,244,0,0,드라마,15세이상관람가,일반영화
81,하얼빈,우민호,(주)하이브미디어코프,,(주)씨제이이엔엠,20241224,개봉영화,장편,한국,"2,125",5697000,821,600000,40,드라마,15세이상관람가,일반영화
71,미생: 더할 나위 없었다,,스튜디오 드래곤,,씨지브이 아이스콘,20241220,개봉영화,장편,한국,24,"16,145,000","1,355","11,390,000",928,드라마,15세이상관람가,일반영화
5,무파사: 라이온 킹,배리 젠킨스,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20241218,개봉영화,장편,미국,"1,243","6,544,245,050","656,685","1,915,587,910","177,432",애니메이션,전체관람가,일반영화
6,극장판 짱구는 못말려: 우리들의 공룡일기,사사키 시노부,,(주)씨제이이엔엠,(주)씨제이이엔엠,20241218,개봉영화,장편,일본,880,"5,342,377,380","567,274","883,061,160","90,501",애니메이션,전체관람가,일반영화
19,정동원 성탄총동원 더 무비,나상인,(주)영화사 그램,,씨지브이 아이스콘,20241218,개봉영화,장편,한국,64,"621,888,500","24,879","248,639,500","9,946",공연,전체관람가,일반영화
26,헬보이: 크룩드 맨,브라이언 테일러,,주식회사 풍경소리,와이드 릴리즈(주),20241218,개봉영화,장편,미국,131,"86,708,600","10,320","40,621,400","4,854",액션,15세이상관람가,일반영화
44,힘을 낼 시간,남궁선,"국가인권위원회,비포위다이",,(주)엣나인필름,20241218,개봉영화,장편,한국,60,"44,041,400","4,277","33,359,800","3,070",드라마,12세이상관람가,독립/예술영화
57,"알레고리, 잇츠 낫 미",,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20241218,개봉영화,옴니버스,프랑스,29,"19,637,200","2,060","14,021,500","1,369",기타,15세이상관람가,독립/예술영화
70,파라다이스 이즈 버닝,,,몽상,(주)트리플픽쳐스,20241218,개봉영화,장편,덴마크,24,"14,126,000","1,406","12,109,200","1,181",드라마,청소년관람불가,독립/예술영화
9,극장판 짱구는 못말려: 우리들의 공룡일기,사사키 시노부,,(주)씨제이이엔엠,(주)씨제이이엔엠,20241218,개봉영화,장편,일본,880,"1,982,522,760","211,364","311,018,320","31,634",애니메이션,전체관람가,일반영화
11,무파사: 라이온 킹,배리 젠킨스,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20241218,개봉영화,장편,미국,"1,243","1,783,859,460","192,066","507,977,760","51,298",애니메이션,전체관람가,일반영화
53,정동원 성탄총동원 더 무비,나상인,(주)영화사 그램,,씨지브이 아이스콘,20241218,개봉영화,장편,한국,64,"62,956,000","2,519","36,595,500","1,464",공연,전체관람가,일반영화
63,"알레고리, 잇츠 낫 미",,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20241218,개봉영화,옴니버스,프랑스,29,"9,200,900",909,"7,694,000",705,기타,15세이상관람가,독립/예술영화
64,힘을 낼 시간,남궁선,"국가인권위원회,비포위다이",,(주)엣나인필름,20241218,개봉영화,장편,한국,60,"8,584,500",907,"6,076,500",571,드라마,12세이상관람가,독립/예술영화
23,극장판 짱구는 못말려: 우리들의 공룡일기,사사키 시노부,,(주)씨제이이엔엠,(주)씨제이이엔엠,20241218,개봉영화,장편,일본,880,"205,079,220","22,143","22,132,540","2,292",애니메이션,전체관람가,일반영화
51,무파사: 라이온 킹,배리 젠킨스,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20241218,개봉영화,장편,미국,"1,243","34,620,300","3,623","11,370,360","1,020",애니메이션,전체관람가,일반영화
41,극장판 짱구는 못말려: 우리들의 공룡일기,사사키 시노부,,(주)씨제이이엔엠,(주)씨제이이엔엠,20241218,개봉영화,장편,일본,880,55958640,7280,4673600,603,애니메이션,전체관람가,일반영화
83,극장판 짱구는 못말려: 우리들의 공룡일기,사사키 시노부,,(주)씨제이이엔엠,(주)씨제이이엔엠,20241218,개봉영화,장편,일본,880,5193100,611,816000,89,애니메이션,전체관람가,일반영화
71,극장판 짱구는 못말려: 우리들의 공룡일기,사사키 시노부,,(주)씨제이이엔엠,(주)씨제이이엔엠,20241218,개봉영화,장편,일본,880,6316800,759,327000,39,애니메이션,전체관람가,일반영화
95,원 안에 사람들,임철빈,창빛프로덕션,,창빛프로덕션,20241214,개봉영화,장편,한국,1,"1,239,000",232,0,0,드라마,15세이상관람가,독립/예술영화
12,퍼스트레이디,,서울의소리,,"영화사키노(주),주식회사 블루필름웍스",20241212,개봉영화,장편,한국,117,"773,313,180","80,010","228,098,620","23,055",다큐멘터리,12세이상관람가,독립/예술영화
98,브리드,,,주식회사 풍경소리,주식회사 풍경소리,20241212,개봉영화,장편,미국,23,"2,209,000",379,"100,000",20,SF,15세이상관람가,일반영화
42,퍼스트레이디,,서울의소리,,"영화사키노(주),주식회사 블루필름웍스",20241212,개봉영화,장편,한국,117,"41,900,900","4,575","15,100,300","1,482",다큐멘터리,12세이상관람가,독립/예술영화
93,퍼스트레이디,,서울의소리,,"영화사키노(주),주식회사 블루필름웍스",20241212,개봉영화,장편,한국,117,"2,964,400",263,"641,800",64,다큐멘터리,12세이상관람가,독립/예술영화
9,대가족,양우석,게니우스 유한회사,,롯데컬처웍스(주)롯데엔터테인먼트,20241211,개봉영화,장편,한국,939,"2,689,378,800","303,332","727,744,620","80,140",드라마,12세이상관람가,일반영화
10,서브스턴스,코랄리 파르쟈,,찬란,(주)넥스트엔터테인먼트월드(NEW),20241211,개봉영화,장편,영국,372,"1,506,805,100","154,970","758,281,940","76,890",스릴러,청소년관람불가,독립/예술영화
15,이처럼 사소한 것들,,,그린나래미디어(주),"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트",20241211,개봉영화,장편,미국,78,"367,207,460","38,784","258,905,660","26,347",드라마,12세이상관람가,독립/예술영화
22,더 크로우,루퍼트 샌더스,,판씨네마(주),판씨네마(주),20241211,개봉영화,장편,프랑스,200,"140,310,300","16,978","63,934,000","7,743",액션,청소년관람불가,일반영화
25,엔시티 드림 미스터리 랩: 드림 이스케이프 인 시네마,"이예지,오윤동","씨제이포디플렉스 주식회사,스크린엑스 스튜디오",,씨제이포디플렉스 주식회사,20241211,개봉영화,장편,한국,80,"334,050,500","13,363","155,053,000","6,203",공연,전체관람가,일반영화
39,미세스 그린 애플 // 더 화이트 라운지 인 시네마,,,,씨제이 씨지브이(CJ CGV)(주),20241211,개봉영화,장편,일본,21,"109,888,000","4,965","62,174,000","2,796",공연,전체관람가,일반영화
54,김범수 25주년 콘서트 필름 : 여행,,,,"롯데컬처웍스(주)롯시플,(주)영화사 그램",20241211,개봉영화,장편,한국,44,"39,205,800","2,269","28,882,800","1,730",공연,전체관람가,일반영화
59,"X를 담아, 당신에게",테아 샤록,,주식회사 왓챠,주식회사 왓챠,20241211,개봉영화,장편,영국,27,"18,106,300","2,030","12,292,800","1,293",코미디,15세이상관람가,독립/예술영화
72,움베르토 에코. 세계의 도서관,,,일미디어,일미디어,20241211,개봉영화,장편,이탈리아,18,"11,315,600","1,321","6,861,600",663,다큐멘터리,전체관람가,독립/예술영화
10,서브스턴스,코랄리 파르쟈,,찬란,(주)넥스트엔터테인먼트월드(NEW),20241211,개봉영화,장편,영국,372,"1,919,029,100","197,098","1,011,812,540","102,370",스릴러,청소년관람불가,독립/예술영화
25,대가족,양우석,게니우스 유한회사,,롯데컬처웍스(주)롯데엔터테인먼트,20241211,개봉영화,장편,한국,939,"198,977,900","23,616","82,921,900","9,928",드라마,12세이상관람가,일반영화
29,이처럼 사소한 것들,,,그린나래미디어(주),"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트",20241211,개봉영화,장편,미국,78,"164,171,700","16,983","123,113,000","11,922",드라마,12세이상관람가,독립/예술영화
79,움베르토 에코. 세계의 도서관,,,일미디어,일미디어,20241211,개봉영화,장편,이탈리아,18,"2,859,000",367,"1,179,000",127,다큐멘터리,전체관람가,독립/예술영화
96,"X를 담아, 당신에게",테아 샤록,,주식회사 왓챠,주식회사 왓챠,20241211,개봉영화,장편,영국,27,"1,541,000",161,"1,357,000",137,코미디,15세이상관람가,독립/예술영화
8,서브스턴스,코랄리 파르쟈,,찬란,(주)넥스트엔터테인먼트월드(NEW),20241211,개봉영화,장편,영국,372,"1,688,426,420","173,541","810,582,200","82,261",스릴러,청소년관람불가,독립/예술영화
50,이처럼 사소한 것들,,,그린나래미디어(주),"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트",20241211,개봉영화,장편,미국,78,"33,429,000","3,756","21,848,700","2,200",드라마,12세이상관람가,독립/예술영화
54,대가족,양우석,게니우스 유한회사,,롯데컬처웍스(주)롯데엔터테인먼트,20241211,개봉영화,장편,한국,939,"23,405,100","2,965","7,934,500",969,드라마,12세이상관람가,일반영화
19,서브스턴스,코랄리 파르쟈,,찬란,(주)넥스트엔터테인먼트월드(NEW),20241211,개봉영화,장편,영국,372,339370520,33904,173254460,17117,스릴러,청소년관람불가,독립/예술영화
81,이처럼 사소한 것들,,,그린나래미디어(주),"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트",20241211,개봉영화,장편,미국,78,4648200,514,3886800,397,드라마,12세이상관람가,독립/예술영화
96,대가족,양우석,게니우스 유한회사,,롯데컬처웍스(주)롯데엔터테인먼트,20241211,개봉영화,장편,한국,939,1830000,305,0,0,드라마,12세이상관람가,일반영화
56,대가족,양우석,게니우스 유한회사,,롯데컬처웍스(주)롯데엔터테인먼트,20241211,개봉영화,장편,한국,939,11268000,1646,6464000,992,드라마,12세이상관람가,일반영화
66,서브스턴스,코랄리 파르쟈,,찬란,(주)넥스트엔터테인먼트월드(NEW),20241211,개봉영화,장편,영국,372,13083400,1017,12972400,1006,스릴러,청소년관람불가,독립/예술영화
86,이처럼 사소한 것들,,,그린나래미디어(주),"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트",20241211,개봉영화,장편,미국,78,3123900,555,1563400,316,드라마,12세이상관람가,독립/예술영화
43,대가족,양우석,게니우스 유한회사,,롯데컬처웍스(주)롯데엔터테인먼트,20241211,개봉영화,장편,한국,939,29925000,4313,13069000,1867,드라마,12세이상관람가,일반영화
74,대가족,양우석,게니우스 유한회사,,롯데컬처웍스(주)롯데엔터테인먼트,20241211,개봉영화,장편,한국,939,6940000,1004,0,0,드라마,12세이상관람가,일반영화
29,"알엠: 라이트 피플, 롱 플레이스",,(주)하이브,,씨제이포디플렉스 주식회사,20241205,개봉영화,장편,한국,56,"196,404,000","7,868","126,815,000","5,084",다큐멘터리,12세이상관람가,일반영화
1,소방관,곽경택,"주식회사 에스크로드,(주)아센디오",,(주)바이포엠스튜디오,20241204,개봉영화,장편,한국,"1,414","31,098,609,690","3,310,341","5,577,561,060","575,587",드라마,12세이상관람가,일반영화
8,1승,신연식,(주) 루스이소니도스,,"(주)콘텐츠지오,(주)키다리스튜디오,(주)아티스트유나이티드",20241204,개봉영화,장편,한국,995,"2,669,515,130","307,290","747,380,180","83,313",드라마,12세이상관람가,일반영화
17,"플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마",,,,씨지브이 아이스콘,20241204,개봉영화,장편,한국,62,"802,172,000","28,355","338,387,500","11,871",공연,전체관람가,일반영화
21,원정빌라,김선국,(주)케이드래곤,,(주)스마일이엔티,20241204,개봉영화,장편,한국,164,"143,922,800","17,857","37,936,300","4,969",공포(호러),15세이상관람가,독립/예술영화
27,투모로우바이투게더 : 하이퍼포커스 인 시네마,김경국,씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,20241204,개봉영화,장편,한국,74,"120,725,500","8,842","53,341,500","3,853",공연,전체관람가,일반영화
